BusinessUnit,CustomerNo,Salesperson,OrderLines,DiscountEUR,CategoryCode,CategoryLabel,CustCatDiscountEUR,PctOfCustomer
DK,45893210,MIJ-DK,1,6.971163514002654,PA2_Manually,Manual Price Change,6.971163514002654,100.0
DK,46165100,MRR-DK,1,0.029493384097676715,PA2_Manually,Manual Price Change,0.029493384097676715,100.0
DK,46195100,CHA-DK,13,340.39875777629294,PA2_Manually,Manual Price Change,340.39875777629294,100.0
DK,46381911,B2B-DK,1,64.26907318640708,PA2_Manually,Manual Price Change,15.595743695815585,412.09
DK,46381911,DKR-DK,4,-48.6733294905915,PA2_Manually,Manual Price Change,15.595743695815585,-312.09
DK,46732519A,BVA-DK,1,9.775029777438734,PA2_Manually,Manual Price Change,9.775029777438734,100.0
DK,46768845,B2B-DK,1,0.0013405724244254392,PA2_Manually,Manual Price Change,0.0013405724244254392,100.0
DK,46907100,B2B-DK,1,0.002681252681252148,PA2_Manually,Manual Price Change,0.002681252681252148,100.0
DK,46932061A,JMA-DK,3,396.5519964662359,PA2_Manually,Manual Price Change,396.5519964662359,100.0
DK,49708077,B2B-DK,2,715.0028091728866,PA2_Manually,Manual Price Change,3099.3295688614717,23.07
DK,49708077,DKR-DK,11,2384.3267596885853,PA2_Manually,Manual Price Change,3099.3295688614717,76.93
DK,50480068A,B2B-DK,1,302.91251725663125,PA2_Manually,Manual Price Change,302.91251725663125,100.0
DK,51800180,DKR-DK,6,1437.1867155721277,PA2_Manually,Manual Price Change,1437.1867155721277,100.0
DK,52515329E,DKR-DK,9,2092.9822800520387,PA2_Manually,Manual Price Change,2199.1470767705814,95.17
DK,52515329E,ERO-DK,2,106.16479671854263,PA2_Manually,Manual Price Change,2199.1470767705814,4.83
DK,53303651,SLI-DK,1,-0.8043758043758044,PA2_Manually,Manual Price Change,-0.8043758043758044,100.0
DK,53533333A,B2B-DK,1,11.11140889234315,PA2_Manually,Manual Price Change,11.11140889234315,100.0
DK,53549474A,SGL-DK,6,2277.3076222444715,PA2_Manually,Manual Price Change,2277.3076222444715,100.0
DK,54148100,SEC-DK,1,158.01489897636537,PA2_Manually,Manual Price Change,158.01489897636537,100.0
DK,55720343,JMA-DK,1,27.875311587016537,PA2_Manually,Manual Price Change,27.875311587016537,100.0
DK,55721075A,JMA-DK,11,2069.0378348921513,PA2_Manually,Manual Price Change,2069.0378348921513,100.0
DK,55774030,CBE-DK,22,3701.1468340006977,PA2_Manually,Manual Price Change,3701.1468340006977,100.0
DK,56641100,B2B-DK,2,213.4680135802902,PA2_Manually,Manual Price Change,213.4680135802902,100.0
DK,57608657,B2B-DK,2,0.2249357326478149,PA2_Manually,Manual Price Change,0.2249357326478149,100.0
DK,58264398A,SEC-DK,1,10.721273687314053,PA2_Manually,Manual Price Change,10.721273687314053,100.0
DK,60176933,B2B-DK,1,0.0013402849445932358,PA2_Manually,Manual Price Change,0.0013402849445932358,100.0
DK,60241060,CBE-DK,12,1652.1858112064842,PA2_Manually,Manual Price Change,3122.371089412183,52.91
DK,60241060,MIJ-DK,3,1470.185278205699,PA2_Manually,Manual Price Change,3122.371089412183,47.09
DK,60291010A,IFO-DK,4,1284.9616024797335,PA2_Manually,Manual Price Change,1297.8323055418882,99.01
DK,60291010A,KMA-DK,1,12.870703062154771,PA2_Manually,Manual Price Change,1297.8323055418882,0.99
DK,60651539,MPN-DK,7,177.87589902141687,PA2_Manually,Manual Price Change,177.87589902141687,100.0
DK,60802060A,B2B-DK,1,14.99451093796021,PA2_Manually,Manual Price Change,14.99451093796021,100.0
DK,60894390,B2B-DK,1,7.147261467520977,PA2_Manually,Manual Price Change,7.147261467520977,100.0
DK,61618353,B2B-DK,1,26.519448131611757,PA2_Manually,Manual Price Change,26.519448131611757,100.0
DK,61796060,PAV-DK,1,117.54141424971854,PA2_Manually,Manual Price Change,117.54141424971854,100.0
DK,61799700,MPE-DK,12,887.1335794236584,PA2_Manually,Manual Price Change,887.1335794236584,100.0
DK,62211766,JMU-DK,292,52201.122100710265,PA2_Manually,Manual Price Change,52201.122100710265,100.0
DK,62220000,B2B-DK,3,11.918916023993113,PA2_Manually,Manual Price Change,11.918916023993113,100.0
DK,63113333,B2B-DK,3,352.00480136789594,PA2_Manually,Manual Price Change,380.28708807790196,92.56
DK,63113333,KMA-DK,1,28.282286710006034,PA2_Manually,Manual Price Change,380.28708807790196,7.44
DK,63133030,B2B-DK,2,48.13627953125419,PA2_Manually,Manual Price Change,48.13627953125419,100.0
DK,63550028,B2B-DK,23,1852.2816256335275,PA2_Manually,Manual Price Change,2816.0270777442856,65.78
DK,63550028,SLI-DK,23,963.745452110758,PA2_Manually,Manual Price Change,2816.0270777442856,34.22
DK,65351933A,FRA-DK,2,111.36528685785166,PA2_Manually,Manual Price Change,111.36528685785166,100.0
DK,66140666,BVA-DK,2,334.3931776547903,PA2_Manually,Manual Price Change,334.3931776547903,100.0
DK,70100150B,KMA-DK,1,146.37088666979426,PA2_Manually,Manual Price Change,146.37088666979426,100.0
DK,70101120,KMA-DK,4,1237.6862807588554,PA2_Manually,Manual Price Change,1237.6862807588554,100.0
DK,70105600,SEC-DK,7,344.5616049885427,PA2_Manually,Manual Price Change,344.5616049885427,100.0
DK,70107077,LBN-DK,46,13716.069979002503,PA2_Manually,Manual Price Change,13729.739969353097,99.9
DK,70107077,UWH-DK,1,13.669990350595047,PA2_Manually,Manual Price Change,13729.739969353097,0.1
DK,70124400,KMA-DK,3,-6.414906046926141,PA2_Manually,Manual Price Change,-6.414906046926141,100.0
DK,70131388,B2B-DK,21,2927.130982937242,PA2_Manually,Manual Price Change,2927.130982937242,100.0
DK,70133233,MPE-DK,27,-4005.7749674437155,PA2_Manually,Manual Price Change,-4005.7749674437155,100.0
DK,70137020,JMA-DK,18,2844.943515981465,PA2_Manually,Manual Price Change,9352.53493039994,30.42
DK,70137020,KMA-DK,18,4256.213207940046,PA2_Manually,Manual Price Change,9352.53493039994,45.51
DK,70137020,SLI-DK,26,2251.378206478428,PA2_Manually,Manual Price Change,9352.53493039994,24.07
DK,70200099,LBN-DK,1,13066.863738738739,PA2_Manually,Manual Price Change,13066.863738738739,100.0
DK,70201110,B2B-DK,13,384.1970476653452,PA2_Manually,Manual Price Change,4940.132258540462,7.78
DK,70201110,BVA-DK,21,703.121309820067,PA2_Manually,Manual Price Change,4940.132258540462,14.23
DK,70201110,POS-DK,9,3852.8139010550503,PA2_Manually,Manual Price Change,4940.132258540462,77.99
DK,70201799,CHA-DK,268,83080.09192384977,PA2_Manually,Manual Price Change,83574.30720684968,99.41
DK,70201799,MRR-DK,8,494.2152829999162,PA2_Manually,Manual Price Change,83574.30720684968,0.59
DK,70202555,KMA-DK,70,4746.962054036347,PA2_Manually,Manual Price Change,4746.962054036347,100.0
DK,70202636,SEC-DK,6,312.65931406921493,PA2_Manually,Manual Price Change,312.65931406921493,100.0
DK,70202955A,CHA-DK,18,1436.4233958344596,PA2_Manually,Manual Price Change,1436.4233958344596,100.0
DK,70202999,CHA-DK,67,20114.364680756404,PA2_Manually,Manual Price Change,21357.791815345332,94.18
DK,70202999,MRR-DK,13,1243.4271345889288,PA2_Manually,Manual Price Change,21357.791815345332,5.82
DK,70204939,B2B-DK,1,384.23421010339086,PA2_Manually,Manual Price Change,384.23421010339086,100.0
DK,70205161,KMA-DK,131,6268.440517126269,PA2_Manually,Manual Price Change,6268.440517126269,100.0
DK,70206048,B2B-DK,1,0.0013388852441445066,PA2_Manually,Manual Price Change,0.0013388852441445066,100.0
DK,70207473,CHA-DK,4,701.8565402900872,PA2_Manually,Manual Price Change,770.5817466801376,91.08
DK,70207473,MRR-DK,1,68.72520639005039,PA2_Manually,Manual Price Change,770.5817466801376,8.92
DK,70207678,KMA-DK,3,19.306054593232155,PA2_Manually,Manual Price Change,19.306054593232155,100.0
DK,70207780,MRO-DK,23,326.63473722625173,PA2_Manually,Manual Price Change,599.861822198104,54.45
DK,70207780,SLI-DK,17,273.2270849718523,PA2_Manually,Manual Price Change,599.861822198104,45.55
DK,70208044A,B2B-DK,1,0.013404107018390149,PA2_Manually,Manual Price Change,0.013404107018390149,100.0
DK,70208666A,CBE-DK,35,1417.3879970052499,PA2_Manually,Manual Price Change,2155.0019318812897,65.77
DK,70208666A,MPN-DK,15,737.6139348760397,PA2_Manually,Manual Price Change,2155.0019318812897,34.23
DK,70208880,SEC-DK,1,10.050789992093378,PA2_Manually,Manual Price Change,10.050789992093378,100.0
DK,70220150,JMU-DK,136,5464.82640330775,PA2_Manually,Manual Price Change,5464.82640330775,100.0
DK,70220302,MIJ-DK,7,116.30768405956381,PA2_Manually,Manual Price Change,116.30768405956381,100.0
DK,70222111,JMA-DK,1,323.0132361609775,PA2_Manually,Manual Price Change,323.0132361609775,100.0
DK,70222118B,FRA-DK,4,1951.840045116891,PA2_Manually,Manual Price Change,1951.840045116891,100.0
DK,70222337,SEC-DK,11,1281.9723475164965,PA2_Manually,Manual Price Change,1281.9723475164965,100.0
DK,70222555,B2B-DK,19,1139.726189113393,PA2_Manually,Manual Price Change,1139.726189113393,100.0
DK,70222999,DKR-DK,2,102.25414779275778,PA2_Manually,Manual Price Change,102.25414779275778,100.0
DK,70223360,AHE-DK,11,1240.9730551649332,PA2_Manually,Manual Price Change,1496.563612679109,82.92
DK,70223360,B2B-DK,1,255.5905575141758,PA2_Manually,Manual Price Change,1496.563612679109,17.08
DK,70223545,KMA-DK,13,36.79831385825139,PA2_Manually,Manual Price Change,36.79831385825139,100.0
DK,70225265,MPN-DK,2,19.457194335086086,PA2_Manually,Manual Price Change,19.457194335086086,100.0
DK,70230310,MPN-DK,10,1217.0097070822549,PA2_Manually,Manual Price Change,1217.0097070822549,100.0
DK,70230522,MPE-DK,49,19171.935392775293,PA2_Manually,Manual Price Change,19171.935392775293,100.0
DK,70231133,JMA-DK,1,141.5910218420241,PA2_Manually,Manual Price Change,141.5910218420241,100.0
DK,70232390A,MPE-DK,7,-2385.9564916340037,PA2_Manually,Manual Price Change,-2385.9564916340037,100.0
DK,70234949,LBN-DK,70,9657.81588490721,PA2_Manually,Manual Price Change,10835.493041898715,89.13
DK,70234949,SGL-DK,4,1177.6771569915047,PA2_Manually,Manual Price Change,10835.493041898715,10.87
DK,70239050,MPN-DK,45,2886.563899726779,PA2_Manually,Manual Price Change,2886.563899726779,100.0
DK,70239232A,MPE-DK,2,125.48388679689432,PA2_Manually,Manual Price Change,125.48388679689432,100.0
DK,70250580,AHE-DK,14,7628.224812946401,PA2_Manually,Manual Price Change,14596.584577824231,52.26
DK,70250580,B2B-DK,15,5793.918188985191,PA2_Manually,Manual Price Change,14596.584577824231,39.69
DK,70250580,DKR-DK,6,1174.4415758926393,PA2_Manually,Manual Price Change,14596.584577824231,8.05
DK,70252425,B2B-DK,1,59.513437437169095,PA2_Manually,Manual Price Change,493.81755662609214,12.05
DK,70252425,DKR-DK,3,61.76044822132268,PA2_Manually,Manual Price Change,493.81755662609214,12.51
DK,70252425,IFO-DK,2,372.54367096760035,PA2_Manually,Manual Price Change,493.81755662609214,75.44
DK,70252510,MPN-DK,366,190891.4679162464,PA2_Manually,Manual Price Change,190891.4679162464,100.0
DK,70252586B,CBE-DK,114,117654.43098765488,PA2_Manually,Manual Price Change,117654.43098765488,100.0
DK,70262690,SEC-DK,1,0.0013398360040718829,PA2_Manually,Manual Price Change,0.0013398360040718829,100.0
DK,70262827,B2B-DK,21,149.53229972268946,PA2_Manually,Manual Price Change,149.53229972268946,100.0
DK,70262988,MRO-DK,10,6181.1468167870025,PA2_Manually,Manual Price Change,12223.553538790813,50.57
DK,70262988,SLI-DK,2,6042.406722003811,PA2_Manually,Manual Price Change,12223.553538790813,49.43
DK,70264476,DKR-DK,1,42.53516216832257,PA2_Manually,Manual Price Change,42.53516216832257,100.0
DK,70265858A,UWH-DK,3,12.803478041941931,PA2_Manually,Manual Price Change,12.803478041941931,100.0
DK,70271822,RET-DK,4,251.33399461822876,PA2_Manually,Manual Price Change,251.33399461822876,100.0
DK,70273333,DKR-DK,1,35.915785523794206,PA2_Manually,Manual Price Change,35.915785523794206,100.0
DK,70277722,B2B-DK,1,6.680520176967422,PA2_Manually,Manual Price Change,6.680520176967422,100.0
DK,70300330,DKR-DK,4,201.15502496085233,PA2_Manually,Manual Price Change,697.8229879457266,28.83
DK,70300330,MRO-DK,2,116.41626796937305,PA2_Manually,Manual Price Change,697.8229879457266,16.68
DK,70300330,SLI-DK,40,380.2516950155012,PA2_Manually,Manual Price Change,697.8229879457266,54.49
DK,70601574,B2B-DK,1,72.65428127178167,PA2_Manually,Manual Price Change,72.65428127178167,100.0
DK,70702501,SEC-DK,3,99.76065235185392,PA2_Manually,Manual Price Change,99.76065235185392,100.0
DK,71151975,DKR-DK,4,-9.651992098608096,PA2_Manually,Manual Price Change,-9.651992098608096,100.0
DK,71745745,B2B-DK,3,-1828.6366596842092,PA2_Manually,Manual Price Change,-1828.6366596842092,100.0
DK,71992319,IFO-DK,28,2847.387350495423,PA2_Manually,Manual Price Change,2847.387350495423,100.0
DK,71996868,KMA-DK,5,6.165217455581746,PA2_Manually,Manual Price Change,6.165217455581746,100.0
DK,71998999,KMA-DK,67,16542.318121383454,PA2_Manually,Manual Price Change,16542.318121383454,100.0
DK,72170150,MPN-DK,142,23988.828116616336,PA2_Manually,Manual Price Change,23988.828116616336,100.0
DK,72170194,CHA-DK,1,148.6963970233953,PA2_Manually,Manual Price Change,148.6963970233953,100.0
DK,72183360,KMA-DK,3,533.5174252269095,PA2_Manually,Manual Price Change,533.5174252269095,100.0
DK,72200323,SEC-DK,1,353.83048303222,PA2_Manually,Manual Price Change,353.83048303222,100.0
DK,72220211,FRA-DK,2,248.69487999183264,PA2_Manually,Manual Price Change,248.69487999183264,100.0
DK,72667015,LBN-DK,1,495.65531738274717,PA2_Manually,Manual Price Change,495.65531738274717,100.0
DK,73709295,MPE-DK,2,137.38977381462618,PA2_Manually,Manual Price Change,213.39231497114196,64.38
DK,73709295,RET-DK,3,76.00254115651578,PA2_Manually,Manual Price Change,213.39231497114196,35.62
DK,74123200,CBE-DK,123,18277.612153527563,PA2_Manually,Manual Price Change,18277.612153527563,100.0
DK,74561340,MPE-DK,16,4221.556115414238,PA2_Manually,Manual Price Change,4221.556115414238,100.0
DK,75119191,CHA-DK,14,1004.8548375389789,PA2_Manually,Manual Price Change,1004.8548375389789,100.0
DK,75381414,CHA-DK,36,921.9532052245763,PA2_Manually,Manual Price Change,921.9532052245763,100.0
DK,75502035,JMA-DK,96,984.7330711259181,PA2_Manually,Manual Price Change,984.7330711259181,100.0
DK,75534480B,B2B-DK,10,1258.3661796703086,PA2_Manually,Manual Price Change,1419.8402165212299,88.63
DK,75534480B,DKR-DK,1,161.47403685092127,PA2_Manually,Manual Price Change,1419.8402165212299,11.37
DK,75624577,CBE-DK,122,18943.980316832465,PA2_Manually,Manual Price Change,18943.980316832465,100.0
DK,75631010,JMA-DK,10,5968.575952049827,PA2_Manually,Manual Price Change,5968.575952049827,100.0
DK,75723211,JMA-DK,2,257.56417990481935,PA2_Manually,Manual Price Change,257.56417990481935,100.0
DK,75859100,MPN-DK,13,958.3607887258197,PA2_Manually,Manual Price Change,958.3607887258197,100.0
DK,75890800,BVA-DK,9,24.572530573998563,PA2_Manually,Manual Price Change,192.00344315843563,12.8
DK,75890800,FRA-DK,57,167.43091258443707,PA2_Manually,Manual Price Change,192.00344315843563,87.2
DK,75921510,PAV-DK,2,132.4301645080534,PA2_Manually,Manual Price Change,132.4301645080534,100.0
DK,76125900,B2B-DK,8,41.399019127098946,PA2_Manually,Manual Price Change,41.399019127098946,100.0
DK,76232323,UWH-DK,8,3051.096749217116,PA2_Manually,Manual Price Change,3051.096749217116,100.0
DK,76244040,LVE-DK,22,24228.327929552444,PA2_Manually,Manual Price Change,41580.99210535312,58.27
DK,76244040,SGL-DK,12,13363.982120241411,PA2_Manually,Manual Price Change,41580.99210535312,32.14
DK,76244040,UWH-DK,10,3988.682055559267,PA2_Manually,Manual Price Change,41580.99210535312,9.59
DK,76245214A,CBE-DK,56,22649.601319330908,PA2_Manually,Manual Price Change,22649.601319330908,100.0
DK,76498300A,FRA-DK,2,45.99610749158309,PA2_Manually,Manual Price Change,45.99610749158309,100.0
DK,76710000,KMA-DK,36,10048.879096747847,PA2_Manually,Manual Price Change,10048.879096747847,100.0
DK,76760260,BVA-DK,1,6.888233717502011,PA2_Manually,Manual Price Change,314.51853442741213,2.19
DK,76760260,POS-DK,4,307.6303007099101,PA2_Manually,Manual Price Change,314.51853442741213,97.81
DK,77348330,B2B-DK,27,2532.5676848323296,PA2_Manually,Manual Price Change,2532.5676848323296,100.0
DK,79140700A,KMA-DK,2,121.8819066401613,PA2_Manually,Manual Price Change,121.8819066401613,100.0
DK,79166666,UWH-DK,3,-45.31901231905604,PA2_Manually,Manual Price Change,-45.31901231905604,100.0
DK,79247924,MPE-DK,14,122.13500720699561,PA2_Manually,Manual Price Change,122.13500720699561,100.0
DK,79420100,MPE-DK,23,4400.846211340418,PA2_Manually,Manual Price Change,4400.846211340418,100.0
DK,81655620,SEC-DK,1,1.876851715308407,PA2_Manually,Manual Price Change,1.876851715308407,100.0
DK,82194444,KMA-DK,13,3140.9039169010516,PA2_Manually,Manual Price Change,3140.9039169010516,100.0
DK,86150955,MRO-DK,1,-46.64191607135677,PA2_Manually,Manual Price Change,68.55086091203347,-68.04
DK,86150955,SLI-DK,4,115.19277698339025,PA2_Manually,Manual Price Change,68.55086091203347,168.04
DK,86442211,BVA-DK,1,8.911620185033941,PA2_Manually,Manual Price Change,7010.792421867831,0.13
DK,86442211,FRA-DK,37,7001.880801682797,PA2_Manually,Manual Price Change,7010.792421867831,99.87
DK,86494171,JMU-DK,2,2220.399448258311,PA2_Manually,Manual Price Change,2220.399448258311,100.0
DK,86988660,B2B-DK,12,6499.125234028777,PA2_Manually,Manual Price Change,8615.769495176373,75.43
DK,86988660,DKR-DK,14,2116.6442611475964,PA2_Manually,Manual Price Change,8615.769495176373,24.57
DK,87459900,MIJ-DK,4,1304.4867154615404,PA2_Manually,Manual Price Change,1304.4867154615404,100.0
DK,87646000A,MPE-DK,145,221100.3488147796,PA2_Manually,Manual Price Change,221100.3488147796,100.0
DK,88700900,JMU-DK,148,31824.01886567003,PA2_Manually,Manual Price Change,31824.01886567003,100.0
DK,88807730,BVA-DK,3,178.0169182996038,PA2_Manually,Manual Price Change,501.8375535413507,35.47
DK,88807730,FRA-DK,8,323.8206352417469,PA2_Manually,Manual Price Change,501.8375535413507,64.53
DK,92154494,JMA-DK,4,148.19020084987469,PA2_Manually,Manual Price Change,148.19020084987469,100.0
DK,96130000,B2B-DK,4,206.48552415188624,PA2_Manually,Manual Price Change,206.48552415188624,100.0
DK,96235050,KMA-DK,3,-0.0263294578379201,PA2_Manually,Manual Price Change,-0.0263294578379201,100.0
DK,96327070,JMA-DK,1,46.35863733905579,PA2_Manually,Manual Price Change,446.77618504923487,10.38
DK,96327070,KMA-DK,1,400.41754771017906,PA2_Manually,Manual Price Change,446.77618504923487,89.62
DK,96338600A,B2B-DK,5,939.1066601945265,PA2_Manually,Manual Price Change,939.1066601945265,100.0
DK,96443315,MPE-DK,3,80.27581961163483,PA2_Manually,Manual Price Change,80.27581961163483,100.0
DK,96630006,JMA-DK,1,131.91232656344258,PA2_Manually,Manual Price Change,131.91232656344258,100.0
DK,96884050,JMA-DK,1,12.331778456919201,PA2_Manually,Manual Price Change,12.331778456919201,100.0
DK,96950000A,DKR-DK,1,14.21602787456446,PA2_Manually,Manual Price Change,14.21602787456446,100.0
DK,97421644,MIJ-DK,2,159.71922680205222,PA2_Manually,Manual Price Change,159.71922680205222,100.0
DK,97514141,JMA-DK,1,9.254567633141646,PA2_Manually,Manual Price Change,9.254567633141646,100.0
DK,97535375,B2B-DK,2,36.32999973188193,PA2_Manually,Manual Price Change,36.32999973188193,100.0
DK,97840444,SEC-DK,2,484.64816848809085,PA2_Manually,Manual Price Change,484.64816848809085,100.0
DK,98109440,JMA-DK,9,216.287118675849,PA2_Manually,Manual Price Change,216.287118675849,100.0
DK,98181777,BVA-DK,2,236.18251928020567,PA2_Manually,Manual Price Change,4386.71936314067,5.38
DK,98181777,FRA-DK,34,4150.536843860465,PA2_Manually,Manual Price Change,4386.71936314067,94.62
DK,98192400A,B2B-DK,2,66.91469714408072,PA2_Manually,Manual Price Change,66.91469714408072,100.0
DK,98213450,JMA-DK,1,46.35863733905579,PA2_Manually,Manual Price Change,46.35863733905579,100.0
DK,98624898,KMA-DK,3,272.8402035797926,PA2_Manually,Manual Price Change,272.8402035797926,100.0
DK,99283311,KMA-DK,3,-8.910125509393488,PA2_Manually,Manual Price Change,-8.910125509393488,100.0
DK,99569956,SEC-DK,1,-2.118189618189616,PA2_Manually,Manual Price Change,-2.118189618189616,100.0
DK,003544251500,SEC-DK,1,1.8769523656303209,MPA_MatchingPreviousSale,Matching Previous Sale,1.8769523656303209,100.0
DK,003544640060,SEC-DK,3,143.85884502903923,MPA_MatchingPreviousSale,Matching Previous Sale,143.85884502903923,100.0
DK,003546630423,UWH-DK,2,16.762166647635105,MPA_MatchingPreviousSale,Matching Previous Sale,16.762166647635105,100.0
DK,1021,PERSONALE,2,280.31569087771356,MPA_MatchingPreviousSale,Matching Previous Sale,280.31569087771356,100.0
DK,1172,PERSONALE,1,3.6376538003240015,MPA_MatchingPreviousSale,Matching Previous Sale,3.6376538003240015,100.0
DK,1199,PERSONALE,1,28.57755558831808,MPA_MatchingPreviousSale,Matching Previous Sale,28.57755558831808,100.0
DK,1244,PERSONALE,1,0.24134186074574596,MPA_MatchingPreviousSale,Matching Previous Sale,0.24134186074574596,100.0
DK,1279,PERSONALE,2,3.4163092087502034,MPA_MatchingPreviousSale,Matching Previous Sale,3.4163092087502034,100.0
DK,20000,SEC-DK,24,49662.03460891384,MPA_MatchingPreviousSale,Matching Previous Sale,49692.03420682836,99.94
DK,20000,UWH-DK,1,29.999597914516627,MPA_MatchingPreviousSale,Matching Previous Sale,49692.03420682836,0.06
DK,20026,SEC-DK,12,359.73634079799,MPA_MatchingPreviousSale,Matching Previous Sale,359.73634079799,100.0
DK,20047,SEC-DK,16,4907.217716042744,MPA_MatchingPreviousSale,Matching Previous Sale,4929.287629714543,99.55
DK,20047,UWH-DK,3,22.06991367179909,MPA_MatchingPreviousSale,Matching Previous Sale,4929.287629714543,0.45
DK,20133560,B2B-DK,1,4.171525850859894,MPA_MatchingPreviousSale,Matching Previous Sale,4.171525850859894,100.0
DK,20261188,B2B-DK,1,12.334258402713537,MPA_MatchingPreviousSale,Matching Previous Sale,12.334258402713537,100.0
DK,20267,MPE-DK,2,56.836440174091194,MPA_MatchingPreviousSale,Matching Previous Sale,56.836440174091194,100.0
DK,20304,SEC-DK,7,161.21622725399826,MPA_MatchingPreviousSale,Matching Previous Sale,161.21622725399826,100.0
DK,20326,SEC-DK,3,138.02544952332414,MPA_MatchingPreviousSale,Matching Previous Sale,138.02544952332414,100.0
DK,20358,B2B-DK,3,2848.676672306658,MPA_MatchingPreviousSale,Matching Previous Sale,3867.9445095322117,73.65
DK,20358,DKR-DK,8,1019.2678372255538,MPA_MatchingPreviousSale,Matching Previous Sale,3867.9445095322117,26.35
DK,20377577,FGI-DK,1,-80.44189413846732,MPA_MatchingPreviousSale,Matching Previous Sale,-80.44189413846732,100.0
DK,20485,UWH-DK,6,463.7544402811081,MPA_MatchingPreviousSale,Matching Previous Sale,463.7544402811081,100.0
DK,20555,SEC-DK,1,30.79436061535166,MPA_MatchingPreviousSale,Matching Previous Sale,30.79436061535166,100.0
DK,20575,MPE-DK,50,10536.719438965218,MPA_MatchingPreviousSale,Matching Previous Sale,10536.719438965218,100.0
DK,20594,B2B-DK,18,2244.4951529520567,MPA_MatchingPreviousSale,Matching Previous Sale,2244.4951529520567,100.0
DK,20598,B2B-DK,1,3.3506225456689855,MPA_MatchingPreviousSale,Matching Previous Sale,3.3506225456689855,100.0
DK,20672,LAPD-DK,1,2065.5006564668683,MPA_MatchingPreviousSale,Matching Previous Sale,34404.1341284749,6.0
DK,20672,MIJ-DK,8,32338.633472008034,MPA_MatchingPreviousSale,Matching Previous Sale,34404.1341284749,94.0
DK,20680,B2B-DK,1,4.953825945931461,MPA_MatchingPreviousSale,Matching Previous Sale,4.953825945931461,100.0
DK,20688,MPN-DK,3,33.509369219633804,MPA_MatchingPreviousSale,Matching Previous Sale,33.509369219633804,100.0
DK,20746692A,CHA-DK,1,9.384887649487853,MPA_MatchingPreviousSale,Matching Previous Sale,9.384887649487853,100.0
DK,20761,B2B-DK,1,37.51188992939726,MPA_MatchingPreviousSale,Matching Previous Sale,37.51188992939726,100.0
DK,20766,BVA-DK,1,3.2136156526400304,MPA_MatchingPreviousSale,Matching Previous Sale,3.2136156526400304,100.0
DK,20798,JMU-DK,2,43.68783284874488,MPA_MatchingPreviousSale,Matching Previous Sale,43.68783284874488,100.0
DK,21248689,DKR-DK,3,0.4169833243231337,MPA_MatchingPreviousSale,Matching Previous Sale,0.4169833243231337,100.0
DK,21871,SEC-DK,7,182.6131199201486,MPA_MatchingPreviousSale,Matching Previous Sale,182.6131199201486,100.0
DK,21875,B2B-DK,1,5.817304470209772,MPA_MatchingPreviousSale,Matching Previous Sale,5.817304470209772,100.0
DK,21886,DKR-DK,2,1279.764693984265,MPA_MatchingPreviousSale,Matching Previous Sale,1279.764693984265,100.0
DK,21946,FRA-DK,1,22.557478964574692,MPA_MatchingPreviousSale,Matching Previous Sale,22.557478964574692,100.0
DK,21947,MIJ-DK,3,108.87923754373269,MPA_MatchingPreviousSale,Matching Previous Sale,108.87923754373269,100.0
DK,21994,B2B-DK,1,81.63779021503363,MPA_MatchingPreviousSale,Matching Previous Sale,81.63779021503363,100.0
DK,22022,BVA-DK,2,153.79357484620644,MPA_MatchingPreviousSale,Matching Previous Sale,153.79357484620644,100.0
DK,22034,SEC-DK,1,723.8462362137274,MPA_MatchingPreviousSale,Matching Previous Sale,723.8462362137274,100.0
DK,22036,B2B-DK,1,0.001338903170522708,MPA_MatchingPreviousSale,Matching Previous Sale,0.001338903170522708,100.0
DK,22045,FGI-DK,8,1877.56511012305,MPA_MatchingPreviousSale,Matching Previous Sale,1877.56511012305,100.0
DK,22051,FGI-DK,5,-42.051707025249925,MPA_MatchingPreviousSale,Matching Previous Sale,-38.07665482759486,110.44
DK,22051,SEC-DK,1,3.9750521976550663,MPA_MatchingPreviousSale,Matching Previous Sale,-38.07665482759486,-10.44
DK,22058,B2B-DK,12,785.9670759826264,MPA_MatchingPreviousSale,Matching Previous Sale,785.9670759826264,100.0
DK,22059,MIJ-DK,3,1885.739888079435,MPA_MatchingPreviousSale,Matching Previous Sale,1885.739888079435,100.0
DK,22127,SEC-DK,17,536.9390377173528,MPA_MatchingPreviousSale,Matching Previous Sale,536.9390377173528,100.0
DK,22155,B2B-DK,1,81.37744513917715,MPA_MatchingPreviousSale,Matching Previous Sale,81.37744513917715,100.0
DK,22156,KMA-DK,9,-290.56720449414627,MPA_MatchingPreviousSale,Matching Previous Sale,-290.56720449414627,100.0
DK,22162,B2B-DK,13,-577.7863231454004,MPA_MatchingPreviousSale,Matching Previous Sale,-577.7863231454004,100.0
DK,22202126,B2B-DK,1,71.52802881203895,MPA_MatchingPreviousSale,Matching Previous Sale,71.52802881203895,100.0
DK,22225289,LVE-DK,4,136.03381412770526,MPA_MatchingPreviousSale,Matching Previous Sale,136.03381412770526,100.0
DK,22591,B2B-DK,3,254.50405197240642,MPA_MatchingPreviousSale,Matching Previous Sale,254.50405197240642,100.0
DK,22606014A,CBE-DK,4,286.6976685035505,MPA_MatchingPreviousSale,Matching Previous Sale,286.6976685035505,100.0
